Id,Name,Email,Gender,Age,GPA,Intership,extracurricular_activities,Study Hours,Sleep Hours,social_platform_preference,daily_social_media_time,stress_level,Department,Attendance (%),Grade,DataBase_score,sychology_score,AI_score,Calculus_score,ComputerNetwork_score,MobileAppDev_Score
648,April,april.humphrey.648@gslingacademy.com,female,18,3.6,FALSE,FALSE,3.6,8.6,Instagram,3.202021373,5,Chemistry,62,CC,94,89,95,60,90,90
649,Steven,steven.hancock.649@gslingacademy.com,male,18,3.47,TRUE,FALSE,7,8.2,Instagram,0.996206305,1,Biology,59,BB,92,76,86,93,61,97
650,Chelsea,chelsea.olson.650@gslingacademy.com,female,20,3.05,FALSE,FALSE,1.5,7.3,TikTok,0.782269875,8,Computer Science,40,BA,77,95,84,60,90,89
651,Emily,emily.huang.651@gslingacademy.com,female,25,3.06,FALSE,FALSE,5.9,8.1,Instagram,,2,Physics,45,CC,68,85,62,64,99,66
652,Rachel,rachel.jones.652@gslingacademy.com,female,25,3.94,FALSE,FALSE,3.7,9.8,TikTok,0,5,Chemistry,67,AA,94,77,87,44,85,61
653,Philip,philip.walker.653@gslingacademy.com,male,19,2.13,FALSE,FALSE,3.2,8.8,Twitter,1.651451545,8,Mathematics,42,CC,90,86,80,72,99,85
654,Laura,laura.rivera.654@gslingacademy.com,female,22,3.64,FALSE,TRUE,3.7,6.5,TikTok,6.522262844,5,Chemistry,70,CC,66,85,83,70,71,80
655,Pamela,pamela.henry.655@gslingacademy.com,female,23,3.56,FALSE,FALSE,6.1,8.7,Facebook,1.398316805,10,Physics,60,DD,94,95,90,86,85,95
656,Nicole,nicole.davidson.656@gslingacademy.com,female,22,3.16,FALSE,TRUE,4,7.6,Twitter,2.316037998,5,Chemistry,43,DC,63,88,87,71,93,84
657,Jeffery,jeffery.parker.657@gslingacademy.com,male,20,3.56,FALSE,TRUE,6.3,9.6,TikTok,0.160452048,9,Chemistry,67,DC,93,84,96,97,70,95
658,Christopher,christopher.banks.658@gslingacademy.com,male,25,2.81,TRUE,TRUE,7.3,8,TikTok,2.551846544,6,Physics,60,DC,62,70,99,63,83,60
659,Tara,tara.griffin.659@gslingacademy.com,female,19,2.94,TRUE,TRUE,3.7,7.9,Telegram,0.819121901,2,Chemistry,65,DD,79,99,78,64,87,76
660,Lisa,lisa.lloyd.660@gslingacademy.com,female,23,3.8,TRUE,FALSE,3.3,5.8,TikTok,2.308245117,8,Computer Science,41,DD,74,89,75,73,78,61
661,Elizabeth,elizabeth.maldonado.661@gslingacademy.com,female,19,2.62,FALSE,TRUE,5.3,6,Twitter,2.294110444,3,Mathematics,54,CB,79,86,93,68,92,99
662,Samuel,samuel.anderson.662@gslingacademy.com,male,21,2.1,TRUE,FALSE,4.2,9.3,Facebook,2.759044449,2,Biology,53,DD,94,95,70,83,86,94
663,Xavier,xavier.johnson.663@gslingacademy.com,male,25,2.39,FALSE,TRUE,9.3,5.3,TikTok,5.213233169,3,Biology,72,CB,84,75,68,95,80,88
664,Lauren,lauren.cordova.664@gslingacademy.com,female,23,3.29,TRUE,FALSE,7.3,8.8,Facebook,6.566354962,5,Mathematics,67,BB,100,93,96,97,81,72
665,Amanda,amanda.hawkins.665@gslingacademy.com,female,23,3.51,TRUE,FALSE,3.8,8.9,Instagram,6.546479726,4,Physics,53,CB,93,88,88,96,85,94
666,Donald,donald.coleman.666@gslingacademy.com,male,22,2.79,FALSE,TRUE,5.2,5,TikTok,3.215764904,9,Chemistry,51,BB,84,82,69,63,85,69
667,Phillip,phillip.bennett.667@gslingacademy.com,male,24,2.47,FALSE,FALSE,7.3,6.7,Facebook,3.345493434,8,Computer Science,70,DD,86,87,84,66,83,81
668,John,john.george.668@gslingacademy.com,male,18,3.88,FALSE,FALSE,7.4,9.4,Instagram,3.187463318,7,Computer Science,41,DD,64,95,95,66,67,74
669,Katherine,katherine.moore.669@gslingacademy.com,female,24,2.75,TRUE,FALSE,4.1,8.4,Twitter,4.538232596,5,Computer Science,52,DD,88,100,79,71,86,89
670,Jose,jose.dominguez.670@gslingacademy.com,male,19,2.18,FALSE,FALSE,3.5,9.2,Instagram,1.621466547,4,Computer Science,42,CB,98,70,82,100,72,78
671,Lauren,lauren.morrow.671@gslingacademy.com,female,19,3.18,FALSE,FALSE,4.1,8.7,Instagram,7.52134,5,Mathematics,72,CC,95,79,68,75,70,88
672,Katie,katie.davenport.672@gslingacademy.com,female,19,2.33,FALSE,FALSE,3.3,9.8,TikTok,0,2,Chemistry,48,DC,86,96,84,90,85,91
673,Michelle,michelle.martinez.673@gslingacademy.com,female,20,3.46,TRUE,TRUE,3.9,6.5,TikTok,4.783174936,10,Chemistry,74,DC,53,86,63,50,87,77
674,Jeremiah,jeremiah.stanley.674@gslingacademy.com,male,22,3.92,FALSE,FALSE,3.7,8.1,Facebook,3.447950509,10,Physics,65,DC,90,89,96,72,90,86
675,Isaac,isaac.tucker.675@gslingacademy.com,male,20,3.92,FALSE,TRUE,7.5,9.4,Instagram,1.357075157,8,Physics,64,DC,95,93,88,72,76,71
676,Hannah,hannah.garcia.676@gslingacademy.com,female,19,2.87,TRUE,FALSE,3.5,6.8,Instagram,6.210727985,5,Mathematics,56,DC,76,74,72,62,69,90
677,Thomas,thomas.nelson.677@gslingacademy.com,male,20,3.68,FALSE,FALSE,5.4,9.1,Instagram,1.677202779,7,Chemistry,52,DD,74,77,61,81,96,96
678,William,william.kennedy.678@gslingacademy.com,male,18,2.53,FALSE,FALSE,4.4,5.9,Telegram,6.01681681,10,Computer Science,66,CB,85,88,89,81,91,98
679,Jennifer,jennifer.williams.679@gslingacademy.com,female,23,3.23,FALSE,FALSE,8.2,5.2,Facebook,1.256324464,7,Computer Science,90,DC,53,91,78,55,91,74
680,Jeffrey,jeffrey.price.680@gslingacademy.com,male,25,2.6,FALSE,FALSE,3.7,6.9,TikTok,3.362809152,7,Biology,65,CC,96,65,73,84,92,73
681,Zachary,zachary.burns.681@gslingacademy.com,male,25,3.84,FALSE,FALSE,7.2,9.7,Twitter,3.87969884,3,Computer Science,63,DD,83,88,84,78,72,79
682,Curtis,curtis.duffy.682@gslingacademy.com,male,22,3.35,FALSE,FALSE,3.6,5.9,Instagram,1.937104948,10,Chemistry,60,DC,100,64,87,88,60,62
683,Allison,allison.alvarado.683@gslingacademy.com,female,19,2.83,FALSE,FALSE,3,9.1,Twitter,0.418288603,9,Computer Science,42,DD,91,81,62,36,79,69
684,Jeffery,jeffery.kelley.684@gslingacademy.com,male,20,2.74,FALSE,FALSE,3.8,9.7,Twitter,3.062871564,5,Biology,74,DD,65,68,64,95,82,87
685,Kenneth,kenneth.clark.685@gslingacademy.com,male,18,3.5,FALSE,TRUE,3.7,8.9,TikTok,1.446974627,10,Mathematics,65,DC,72,97,90,95,99,76
686,Hayley,hayley.case.686@gslingacademy.com,female,23,3.67,FALSE,FALSE,5.9,9.3,Facebook,0,2,Mathematics,62,DD,66,68,83,92,81,80
687,Vanessa,vanessa.martinez.687@gslingacademy.com,female,22,3.28,FALSE,FALSE,1.4,7.1,Telegram,7.51234,10,Physics,47,DD,100,87,90,86,86,90
688,Tara,tara.thomas.688@gslingacademy.com,female,24,3.97,FALSE,FALSE,5.4,7.4,Facebook,3.373133945,10,Computer Science,63,DD,87,71,85,100,78,78
689,Aaron,aaron.williamson.689@gslingacademy.com,male,24,3.07,FALSE,TRUE,3.4,5.7,Twitter,0,7,Biology,53,BB,76,69,64,90,78,80
690,Phillip,phillip.nelson.690@gslingacademy.com,male,19,2.14,FALSE,FALSE,8.7,5.2,Facebook,2.414625873,2,Computer Science,81,DD,68,61,88,86,87,66
691,Michael,michael.hinton.691@gslingacademy.com,male,25,3.52,FALSE,TRUE,8.1,6.2,Telegram,7.4351,8,Physics,46,DD,99,66,80,71,88,89
692,Alex,alex.shelton.692@gslingacademy.com,male,18,3.16,FALSE,TRUE,3.6,8.7,Telegram,7.1346524,2,Physics,67,DC,91,77,85,69,91,91
693,Ross,ross.esparza.693@gslingacademy.com,male,21,2.84,TRUE,FALSE,4.4,5.3,Telegram,0.295278155,7,Mathematics,54,DC,64,75,85,53,95,81
694,Lisa,lisa.murphy.694@gslingacademy.com,female,18,3.86,FALSE,FALSE,3,9.8,Twitter,3.627557583,6,Biology,44,DD,82,79,67,64,90,65
695,Richard,richard.gibson.695@gslingacademy.com,male,25,2.3,FALSE,FALSE,3.8,7.8,Facebook,7.243,9,Chemistry,61,BA,61,84,61,79,62,99
696,Jackson,jackson.olson.696@gslingacademy.com,male,23,2.7,FALSE,FALSE,8.8,8.2,TikTok,2.856508963,6,Physics,80,BA,86,99,97,98,97,93
697,Michael,michael.waters.697@gslingacademy.com,male,20,3.77,FALSE,FALSE,3.6,8.1,Telegram,2.011941605,9,Mathematics,54,BA,94,88,94,100,99,99
698,Daniel,daniel.mcneil.698@gslingacademy.com,male,25,3.39,FALSE,FALSE,8.2,5.8,TikTok,5.876946191,6,Chemistry,73,AA,61,92,87,61,94,69
699,James,james.mcgee.699@gslingacademy.com,male,22,3.2,FALSE,FALSE,6.2,9.6,TikTok,6.190839567,2,Chemistry,58,BA,98,74,69,69,64,96
700,Dennis,dennis.park.700@gslingacademy.com,male,21,3.95,FALSE,FALSE,6.2,6.8,Twitter,3.652525183,3,Biology,69,AA,87,72,62,69,93,72
701,Gregory,gregory.jones.701@gslingacademy.com,male,21,2.11,FALSE,FALSE,0.8,5.1,Telegram,1.587071792,9,Physics,55,AA,95,61,82,77,87,95
702,Barbara,barbara.petersen.702@gslingacademy.com,female,20,2.76,FALSE,TRUE,3.6,8.7,Twitter,3.150926092,1,Biology,69,AA,99,100,95,91,96,96
703,Andrea,andrea.baker.703@gslingacademy.com,female,23,3,FALSE,FALSE,1.2,8.3,Twitter,4.742942975,1,Mathematics,45,AA,78,66,79,79,96,81
704,Robert,robert.holmes.704@gslingacademy.com,male,25,2.85,FALSE,TRUE,3.6,8.6,Facebook,4.391478814,2,Chemistry,63,BA,60,89,66,79,81,65
705,Autumn,autumn.jones.705@gslingacademy.com,female,22,3.97,FALSE,FALSE,3.3,9,Twitter,0,9,Physics,49,AA,79,69,78,77,73,77
706,Richard,richard.davis.706@gslingacademy.com,male,24,3.52,FALSE,FALSE,3.5,6.4,Facebook,0.04636468,2,Computer Science,61,Fail,87,88,98,96,85,96
707,Anthony,anthony.armstrong.707@gslingacademy.com,male,23,3.37,FALSE,FALSE,3.5,5.8,Facebook,4.497798158,2,Physics,70,BA,99,87,65,98,79,93
708,Julian,julian.ortiz.708@gslingacademy.com,male,20,3.41,FALSE,FALSE,6.4,9,Telegram,0.422597581,1,Computer Science,66,AA,77,75,61,93,61,75
709,Melinda,melinda.sanchez.709@gslingacademy.com,female,25,2.86,FALSE,FALSE,4,9.6,TikTok,3.662754815,7,Biology,56,BB,79,84,96,76,71,71
710,James,james.carter.710@gslingacademy.com,male,20,3.86,TRUE,FALSE,3.8,8.4,Telegram,4.623176063,2,Physics,69,BA,84,74,74,86,81,100
711,Alejandra,alejandra.johns.711@gslingacademy.com,female,21,2.99,FALSE,FALSE,4.3,8,Facebook,4.182363757,4,Computer Science,61,BB,68,91,61,34,60,63
712,Susan,susan.long.712@gslingacademy.com,female,19,3.23,FALSE,FALSE,3.8,8.7,Instagram,7.3125,9,Computer Science,55,AA,97,73,89,88,63,70
713,Sharon,sharon.allen.713@gslingacademy.com,female,20,2.51,FALSE,FALSE,3.4,7.8,TikTok,7.324,8,Biology,42,Fail,98,95,95,96,97,85
714,Leah,leah.brown.714@gslingacademy.com,female,21,2.38,FALSE,FALSE,3.5,9.5,TikTok,0.227334371,9,Computer Science,50,BB,71,99,94,69,87,84
715,Maria,maria.barker.715@gslingacademy.com,female,24,3.25,TRUE,FALSE,7.2,9.7,Instagram,6.580666323,4,Chemistry,69,AA,83,71,76,99,95,94
716,Kelly,kelly.church.716@gslingacademy.com,female,24,2.14,FALSE,FALSE,3.9,9,Telegram,0,3,Chemistry,64,CB,85,72,90,75,94,65
717,Michael,michael.walsh.717@gslingacademy.com,male,23,3.75,FALSE,FALSE,1.4,7.9,Instagram,3.223992947,8,Biology,46,BB,75,89,68,87,69,96
718,Alyssa,alyssa.gallagher.718@gslingacademy.com,female,18,2.2,FALSE,FALSE,4.3,7.6,Instagram,1.857784679,8,Physics,73,BB,66,98,65,78,81,82
719,Kelly,kelly.morris.719@gslingacademy.com,female,25,2.77,FALSE,FALSE,6.7,10,Telegram,5.641161013,2,Biology,49,AA,89,95,90,95,98,99
720,Ryan,ryan.brown.720@gslingacademy.com,male,20,2.99,FALSE,FALSE,4,7.1,Instagram,3.054060282,4,Biology,73,BA,86,67,95,65,91,76
721,Maria,maria.hall.721@gslingacademy.com,female,21,2.48,FALSE,FALSE,6.7,8.3,Instagram,1.23946816,4,Computer Science,55,Fail,99,64,93,89,61,67
722,Mark,mark.brown.722@gslingacademy.com,male,23,3.63,FALSE,TRUE,4.8,6.5,Facebook,2.046504224,5,Computer Science,42,BA,98,88,90,93,95,98
723,William,william.kerr.723@gslingacademy.com,male,20,3.03,FALSE,FALSE,3.8,8,Twitter,4.762166473,5,Chemistry,66,Fail,73,63,83,74,91,83
724,Jake,jake.gonzalez.724@gslingacademy.com,male,23,3.65,FALSE,TRUE,3.2,9.7,Telegram,5.123737252,1,Physics,46,Fail,63,87,92,93,87,88
725,Theresa,theresa.gray.725@gslingacademy.com,female,23,3.32,FALSE,FALSE,3.4,6.3,Facebook,4.283840272,10,Physics,47,CC,80,68,75,85,82,85
726,Ashley,ashley.ayers.726@gslingacademy.com,female,18,3.37,FALSE,FALSE,3.6,8.3,Telegram,3.202050776,2,Biology,51,CC,99,99,76,70,80,90
727,Ann,ann.mccann.727@gslingacademy.com,female,22,2.41,FALSE,FALSE,9.6,7,Instagram,1.045756496,1,Computer Science,85,AA,84,86,81,92,84,93
728,Curtis,curtis.bennett.728@gslingacademy.com,male,25,3.8,FALSE,TRUE,4.4,5.7,Facebook,1.527170519,5,Computer Science,58,CB,63,83,86,97,88,79
729,Debra,debra.gutierrez.729@gslingacademy.com,female,23,2.9,FALSE,FALSE,7.2,7,TikTok,3.909037151,6,Chemistry,71,BB,90,83,68,96,94,87
730,Linda,linda.west.730@gslingacademy.com,female,24,3.44,TRUE,FALSE,3.3,8.7,TikTok,5.016377954,1,Physics,45,BB,89,82,65,85,89,81
731,Justin,justin.hughes.731@gslingacademy.com,male,18,2.51,FALSE,TRUE,3.5,5.1,Instagram,0.020133726,7,Physics,48,AA,96,65,87,87,95,100
732,Jose,jose.jackson.732@gslingacademy.com,male,20,2.02,TRUE,FALSE,4.4,8.4,TikTok,0,2,Physics,73,AA,61,81,73,96,72,86
733,Larry,larry.smith.733@gslingacademy.com,male,21,3.37,TRUE,FALSE,5.4,7.7,Instagram,2.571773997,1,Physics,41,AA,68,69,92,86,67,73
734,Austin,austin.dunn.734@gslingacademy.com,male,21,3.72,FALSE,FALSE,3.4,9.6,Twitter,7.43516,3,Physics,71,AA,65,94,74,92,81,79
735,Michael,michael.heath.735@gslingacademy.com,male,18,2.04,FALSE,FALSE,3.5,9,Facebook,3.316373926,1,Computer Science,59,AA,99,87,99,86,86,85
736,Beth,beth.acosta.736@gslingacademy.com,female,21,2.08,FALSE,FALSE,6.9,9,Telegram,4.054395536,7,Chemistry,70,BA,100,91,87,87,94,100
737,Tracie,tracie.weeks.737@gslingacademy.com,female,22,2.5,FALSE,FALSE,3.9,5.7,Twitter,1.912278482,9,Computer Science,48,CC,79,98,87,92,80,93
738,Brandi,brandi.ray.738@gslingacademy.com,female,24,2.9,FALSE,FALSE,6.2,9.6,Instagram,5.454175018,8,Physics,70,BA,87,94,92,99,93,88
739,Carla,carla.brandt.739@gslingacademy.com,female,22,3.18,FALSE,FALSE,1.7,8.5,TikTok,6.013504415,7,Chemistry,59,CC,96,69,61,72,78,99
740,Thomas,thomas.cruz.740@gslingacademy.com,male,18,3.77,FALSE,TRUE,3.6,9.7,Telegram,4.047490091,1,Computer Science,59,Fail,70,51,94,86,65,80
741,Nicholas,nicholas.martin.741@gslingacademy.com,male,24,2.02,FALSE,FALSE,6.4,8.5,Facebook,1.959244863,9,Mathematics,60,BA,91,73,71,72,74,76
742,Breanna,breanna.lee.742@gslingacademy.com,female,21,3.26,FALSE,TRUE,6.6,9.4,Instagram,0,1,Mathematics,68,Fail,93,62,80,96,94,67
743,Angie,angie.white.743@gslingacademy.com,female,25,2.3,FALSE,FALSE,6.9,5.6,Facebook,1.64824131,10,Mathematics,60,Fail,75,79,65,71,75,93
744,William,william.lester.744@gslingacademy.com,male,21,3.86,TRUE,FALSE,2.9,5.3,Telegram,3.254131696,0,Physics,45,AA,96,79,94,59,83,64
745,Joshua,joshua.miller.745@gslingacademy.com,male,23,3.98,FALSE,FALSE,3.9,9,Facebook,4.258965071,10,Chemistry,66,BA,90,100,93,94,97,98
746,Thomas,thomas.stone.746@gslingacademy.com,male,25,3.07,FALSE,FALSE,3.7,8.4,TikTok,2.275483974,4,Chemistry,61,BA,66,95,65,89,84,100
747,Sarah,sarah.king.747@gslingacademy.com,female,19,2.14,TRUE,FALSE,3.7,6.8,Telegram,2.769455026,6,Chemistry,84,AA,99,68,91,88,63,61
748,Jeffery,jeffery.carlson.748@gslingacademy.com,male,22,3.85,TRUE,FALSE,3.5,8,Telegram,6.363067528,5,Biology,59,BA,86,79,73,53,84,79
749,Ashley,ashley.gutierrez.749@gslingacademy.com,female,21,3.19,FALSE,FALSE,6.3,7.3,Instagram,0.78566727,10,Computer Science,71,BA,73,94,98,87,97,98
750,Adam,adam.herring.750@gslingacademy.com,male,18,2.03,TRUE,TRUE,8.8,6,Twitter,0,1,Chemistry,70,BB,65,67,61,61,96,65
751,David,david.ramirez.751@gslingacademy.com,male,24,3.64,FALSE,FALSE,7.5,8.5,TikTok,0,2,Physics,57,AA,75,93,72,84,63,63
752,Angela,angela.brown.752@gslingacademy.com,female,21,2.55,FALSE,FALSE,3.8,9.4,Instagram,4.893289792,6,Biology,61,AA,98,88,92,71,66,90
753,Eric,eric.jones.753@gslingacademy.com,male,19,2.71,FALSE,TRUE,6.2,9,Telegram,7.15235123,3,Physics,47,BB,98,67,71,92,79,99
754,Angel,angel.garner.754@gslingacademy.com,male,22,2.51,FALSE,FALSE,7.2,9.2,TikTok,2.276131469,5,Computer Science,60,AA,88,74,92,77,89,96
755,Lisa,lisa.cowan.755@gslingacademy.com,female,18,3.99,FALSE,FALSE,7.1,5.3,Telegram,4.621578247,3,Mathematics,77,BA,73,63,97,63,61,90
756,Nicole,nicole.perry.756@gslingacademy.com,female,19,3.47,FALSE,FALSE,4.6,8.4,Telegram,6.074902731,3,Physics,61,BB,94,67,88,86,89,98
757,Annette,annette.wells.757@gslingacademy.com,female,21,3.78,TRUE,FALSE,6.3,6.5,Instagram,3.083610271,10,Physics,68,AA,94,76,93,79,84,96
758,Ian,ian.scott.758@gslingacademy.com,male,19,3.71,FALSE,FALSE,4.8,8.2,TikTok,0.972957875,4,Computer Science,79,AA,74,74,89,67,93,96
759,Kari,kari.hernandez.759@gslingacademy.com,female,18,2.59,TRUE,FALSE,4.5,8.5,Facebook,3.679272979,6,Chemistry,67,BB,75,69,94,98,80,74
760,Mary,mary.haynes.760@gslingacademy.com,female,20,2.62,FALSE,TRUE,8.3,8.3,Telegram,0.863037325,3,Chemistry,65,CC,64,75,81,66,82,92
761,Raymond,raymond.smith.761@gslingacademy.com,male,19,3,FALSE,FALSE,3.3,8.8,Telegram,2.842574924,3,Computer Science,45,CC,100,82,93,91,61,83
762,Christopher,christopher.ayala.762@gslingacademy.com,male,20,2.78,TRUE,FALSE,3.7,9.1,Instagram,0.1861838,6,Physics,63,BB,93,79,92,92,71,87
763,Jacqueline,jacqueline.frazier.763@gslingacademy.com,female,20,2.45,FALSE,FALSE,4,9.1,Facebook,1.309363369,6,Biology,59,AA,84,84,89,52,97,76
764,Jesse,jesse.kelly.764@gslingacademy.com,male,20,2.58,FALSE,FALSE,3.5,9.7,TikTok,7.485003656,8,Computer Science,43,BA,83,65,99,86,75,67
765,Teresa,teresa.lee.765@gslingacademy.com,female,24,2.98,FALSE,FALSE,3.1,7.9,Facebook,5.135750364,9,Chemistry,46,BA,97,98,70,80,67,82
766,Michael,michael.aguirre.766@gslingacademy.com,male,21,3.14,FALSE,FALSE,7.7,6,TikTok,1.638170211,8,Physics,59,AA,66,93,77,72,82,82
767,April,april.delgado.767@gslingacademy.com,female,23,3.59,FALSE,FALSE,5,9.4,TikTok,2.104203939,10,Computer Science,60,BA,91,81,83,97,83,80
768,Troy,troy.prince.768@gslingacademy.com,male,22,2.22,FALSE,FALSE,3.1,8.4,Facebook,4.431408082,9,Chemistry,41,AA,64,72,65,64,55,79
769,Martha,martha.summers.769@gslingacademy.com,female,22,3.12,TRUE,FALSE,3.5,8.1,Instagram,2.162300268,2,Physics,58,BA,99,59,59,75,54,70
770,William,william.dean.770@gslingacademy.com,male,19,3.44,TRUE,FALSE,7.3,8,Facebook,5.42262237,6,Computer Science,60,AA,72,83,77,99,84,67
771,Cheryl,cheryl.gutierrez.771@gslingacademy.com,female,24,2.54,TRUE,TRUE,1,8.6,Instagram,0,0,Chemistry,67,AA,93,51,100,76,60,99
772,Diane,diane.spears.772@gslingacademy.com,female,25,2.1,FALSE,TRUE,6.3,9.4,Instagram,2.854650008,2,Biology,63,AA,71,81,91,79,79,75
773,Brian,brian.david.773@gslingacademy.com,male,23,3.98,FALSE,FALSE,3.6,7,Facebook,7.3415,7,Biology,66,AA,75,68,96,91,72,78
774,Heather,heather.brooks.774@gslingacademy.com,female,25,3.71,FALSE,FALSE,6.6,8.7,Telegram,3.507304062,5,Computer Science,64,CB,68,81,70,60,65,71
775,Pamela,pamela.rodgers.775@gslingacademy.com,female,19,2.98,FALSE,TRUE,3.9,6.9,Twitter,3.234928472,7,Biology,73,AA,94,100,83,62,92,71
776,Betty,betty.nash.776@gslingacademy.com,female,25,2.01,FALSE,FALSE,2.7,9.2,Instagram,3.043960525,8,Physics,51,BB,65,72,65,65,67,97
777,Heather,heather.donaldson.777@gslingacademy.com,female,25,2.09,FALSE,FALSE,3.7,9,Instagram,3.846568702,5,Physics,50,CC,69,64,60,92,76,74
778,Ebony,ebony.shepherd.778@gslingacademy.com,female,25,3.11,FALSE,FALSE,0.9,5.3,TikTok,3.543177952,4,Physics,44,BB,96,84,96,79,80,81
779,Sean,sean.thomas.779@gslingacademy.com,male,22,2,FALSE,TRUE,3.2,9.2,Telegram,0.715701968,5,Computer Science,45,AA,80,79,71,67,76,63
780,Todd,todd.howard.780@gslingacademy.com,male,19,3.9,FALSE,FALSE,5.1,9.4,TikTok,2.771474497,6,Computer Science,88,BA,100,96,95,100,94,95
781,Julia,julia.richmond.781@gslingacademy.com,female,22,2.63,FALSE,FALSE,7.5,7,Facebook,2.777676428,9,Mathematics,43,AA,95,69,83,90,93,89
782,Mary,mary.mccormick.782@gslingacademy.com,female,24,2.61,FALSE,FALSE,6.3,7.3,Telegram,2.895713965,4,Biology,60,CB,75,80,63,71,86,63
783,Jimmy,jimmy.warren.783@gslingacademy.com,male,18,2.04,FALSE,FALSE,3.7,5.2,Facebook,7.392623571,1,Physics,71,AA,61,61,85,64,76,88
784,Henry,henry.spencer.784@gslingacademy.com,male,22,3.27,FALSE,FALSE,1.4,8.8,Facebook,3.053150841,7,Mathematics,50,CC,72,65,60,94,63,75
785,Peter,peter.yates.785@gslingacademy.com,male,21,3.27,FALSE,FALSE,4,8.7,Telegram,6.272476196,9,Chemistry,69,BB,91,90,95,87,92,96
786,Robert,robert.campbell.786@gslingacademy.com,male,24,3.41,FALSE,FALSE,3.7,9.6,Facebook,0,7,Mathematics,57,BB,68,92,93,69,78,89
787,Matthew,matthew.conway.787@gslingacademy.com,male,24,2.08,FALSE,FALSE,8.3,7.2,Facebook,1.824777191,10,Computer Science,98,CC,86,84,97,90,83,92
788,Tyler,tyler.calderon.788@gslingacademy.com,male,24,3.96,FALSE,FALSE,3.9,9.5,Twitter,2.491201435,8,Physics,62,CB,73,58,57,67,88,70
789,Brittney,brittney.moon.789@gslingacademy.com,female,23,3.42,FALSE,FALSE,3.6,8.2,Telegram,6.081196254,5,Physics,62,BB,78,63,93,76,76,90
790,Tracy,tracy.white.790@gslingacademy.com,female,24,2.51,FALSE,FALSE,3.6,9.5,Twitter,0,5,Mathematics,51,CC,94,100,91,85,91,88
791,Gregory,gregory.welch.791@gslingacademy.com,male,21,2.14,FALSE,FALSE,7.5,9.4,Facebook,4.936538867,10,Chemistry,72,BA,99,88,92,98,85,95
792,Caroline,caroline.cooper.792@gslingacademy.com,female,21,2.34,FALSE,FALSE,7.7,9.2,Telegram,7.2531,6,Biology,73,CC,98,72,65,61,87,89
793,Kelly,kelly.rivera.793@gslingacademy.com,female,22,2.92,FALSE,FALSE,5.8,8.2,Twitter,4.073514788,10,Mathematics,51,BB,82,86,89,81,61,83
794,Stacey,stacey.wilson.794@gslingacademy.com,female,21,2.24,FALSE,FALSE,4.2,9.6,Instagram,2.588979651,8,Physics,59,CC,62,67,80,61,61,82
795,Craig,craig.graham.795@gslingacademy.com,male,23,2.06,FALSE,FALSE,4,8.3,Telegram,3.308801284,8,Computer Science,60,BB,96,87,97,83,93,88
796,Earl,earl.santana.796@gslingacademy.com,male,25,2.17,FALSE,FALSE,6,9,Facebook,2.894064178,7,Biology,61,BA,78,91,94,81,88,86
797,Lisa,lisa.mitchell.797@gslingacademy.com,female,18,2.57,FALSE,TRUE,5.9,6.2,Facebook,1.6373687,4,Chemistry,69,CC,99,99,100,98,96,94
798,Michael,michael.williams.798@gslingacademy.com,male,23,2.71,FALSE,FALSE,4.1,8.5,Telegram,17.8179483,3,Physics,52,AA,85,88,92,96,81,95
799,Jerry,jerry.jones.799@gslingacademy.com,male,22,2.22,FALSE,FALSE,6.9,6.2,Telegram,3.158958668,10,Chemistry,55,CC,100,85,68,65,97,94
800,Matthew,matthew.miles.800@gslingacademy.com,male,19,3.23,FALSE,FALSE,8,7.2,Instagram,1.427949082,3,Mathematics,47,CC,72,68,99,83,53,83
801,Mary,mary.cox.801@gslingacademy.com,female,21,3.9,FALSE,TRUE,5,9.3,Twitter,3.818139176,2,Computer Science,55,DD,77,100,85,73,95,86
802,Jessica,jessica.young.802@gslingacademy.com,female,19,3.15,FALSE,TRUE,6.5,9.5,Facebook,2.577142035,3,Mathematics,57,DC,99,63,77,82,88,72
803,Tiffany,tiffany.small.803@gslingacademy.com,female,20,2.1,TRUE,FALSE,3.2,8.2,Twitter,2.102032685,6,Biology,56,DC,60,75,77,71,70,88
804,Mary,mary.wyatt.804@gslingacademy.com,female,21,3.16,FALSE,TRUE,4.6,9.4,Instagram,0,7,Mathematics,71,DC,96,75,62,81,91,84
805,Maria,maria.mercer.805@gslingacademy.com,female,19,3.75,FALSE,TRUE,4.8,6.4,Facebook,1.95172873,5,Chemistry,68,DD,86,94,62,73,90,75
806,Erin,erin.moore.806@gslingacademy.com,female,23,2.95,FALSE,FALSE,6.8,9.7,Telegram,1.850226075,1,Physics,69,DD,62,85,62,89,65,67
807,Kendra,kendra.dalton.807@gslingacademy.com,female,22,3.55,FALSE,FALSE,3.9,9.1,Facebook,3.607171922,6,Physics,53,CB,71,84,93,65,98,61
808,Anthony,anthony.gomez.808@gslingacademy.com,male,24,2.29,FALSE,FALSE,8.3,6.6,Facebook,2.230060279,10,Chemistry,60,DD,70,98,73,63,62,88
809,Molly,molly.jackson.809@gslingacademy.com,female,18,3.3,FALSE,FALSE,4.8,8.6,TikTok,8.367301389,5,Mathematics,67,CB,72,97,98,86,86,63
810,Brianna,brianna.gutierrez.810@gslingacademy.com,female,23,2.44,FALSE,FALSE,2.9,8.8,TikTok,0,7,Chemistry,41,BB,100,96,95,90,95,88
